question,answer,book,chapter,paragraph
Why is it not advisable to have a massage treatment in the morning during my castor oil detox?,Why cant I have massage treatments during the morning of my castor oil detox? Massage therapy administered during the hours following purgation therapy with castor oil are contra indicated because they will interfere with the detoxing that the castor oil has induced in your tissues,everyday_Ayurvedha,3,2
"Could leaving toxic residue from undigested food in my body lead to an imbalance, illness, or disease?","Ama is undigested food and if th i s toxic residue is left in the body it interferes with the functioning of the tissues and leads to imbalance, illness and disease",everyday_Ayurvedha,3,2
"Doctor, what can I expect from this treatment in terms of balancing my Pitta and Kapha levels, stopping diarrhea, stopping bleeding, healing wounds, stopping excessive sweating, and having an antiinflammatory effect?","It balances pitta and kapha, stops diarrhoea, stops bleeding , heals wounds, stops sweating and is antiinflammatory",everyday_Ayurvedha,4,2
Will this substance affect my pitta dosha?,It indicates t he effect the substance will have on pitta dosha,everyday_Ayurvedha,4,2
"Could any treatments you suggest help with issues related to my liver and gall bladder as well as controlling diarrhea and dysentery, reducing acidity, cooling and purifying my blood, and dispelling damp heat?","In regard to pitta they dispel damp heat, cool and purify the blood, reduce acidity, control diarrhoea and dysentery and help in conditions related to the liver and gall bladder",everyday_Ayurvedha,4,2
"If I have conditions that are primarily of a vata nature, what heating emmenagogues could potentially help me?","Heating emmenagogues are indicated when causes are more of a vata nature and include angelica, asafoetida, cinnamon, ginger, myrrh, parsley and turmeric",everyday_Ayurvedha,4,2
"Doctor, what cooling nervines help pacify pitta dosha according to Ayurveda and include bhringaraj, chamomile, gotu kola, hops, jatamamsi, mullein, peppermint, sandalwood, St.Johns Wort and wild yam?","Cooling nervines help pacify pitta dosha and include bhringaraj, chamomile, gotu kola, hops, jatamamsi, mullein, peppermint, sandalwood, St.Johns Wort and wild yam",everyday_Ayurvedha,4,2
Which dosha is out of balance in my body and what lifestyle and dietary changes can I make to bring it back into balance?,He will establish which dosha has gone out of balance an d then suggest lifestyle and dietary changes to help bring the offending dosha back into balance,everyday_Ayurvedha,4,2
"Doctor, if my underlying dosha causing the problem is vata, which has the qualities of bitter, light, cold, and dry, could you prescribe me herbs with opposite qualities sweet, heavy, warming, and moistening?","Thus, if the underlying dosha that is causing the problem is vata, which has the qualities of bitter, light, cold and dry, he may prescribe herbs that have opposite qualities to this sweet, heavy, warming and moistening",everyday_Ayurvedha,4,2
"Will there be other herbs added to my treatment plan for addressing the imbalance in my dosha, as well as any issues with my tissues dhatus and channels shrotas?","Other herbs will be added to treat the imbalanced dosha, whilst others may be added to treat the tissues dhatus and channels shrotas involved",everyday_Ayurvedha,4,2
"Doctor, could this treatment help manage my symptoms of hyperacidity, ulcers, colitis, Crohns disease, candida, fistulas, or hemorrhoids in the gastrointestinal tract?","In the gastrointestinal tract it helps with hyperacidity, ulcers, colitis, crohns disease, candida, fistulas and haemorrhoids",everyday_Ayurvedha,4,2
"Could this treatment be helpful for my inflammatory bowel disease, detoxify my bowel, neutralize my stomach acidity, relieve my constipation, and heal my gastric ulcers?","It is effective for treating inflammatory bowel disease, detoxifying the bowel, neutrali sing stomach acidity, relieving constipatio n and healing gastric ulcers",everyday_Ayurvedha,4,2
What information is given in this Ayurvedic text?,"Condition Treatment Strategy Action Acne Neem Sarsaparilla formula Cleanses blood Triphala plus Detoxifies the bowel Neem tincture Aloe Vera juice Aloe gel external Neem Sandalwood cream external Arthritis Turmeric Boswellia formula Antiinflammatory Triphala plus Clears toxins Turmeric tincture Mahanarayan oil external Asthma child Chywanaprash Tonifies lungs Turmeric tinctu re Stops inflammation and phlegm Revitalizing tea Asthma adult Licorice Ginger formula Reduces wheezing Chywanaprash Tones lungs Asafoetida formula Antispasmodic Triphala plus Gently regulates the bowel Revitalising tea Mahanarayan oil Back pain Turmeric tincture Stops pain Ashwagandha tincture Strengthens spine Ashwagandha plus Mahanarayan oil External Candida Neem capsule or tincture Kills candida Asafoetida plus Reduces gas and bloating Shatavari plus Clears dischar ges Triphala plus Regulates bowel Detox tea Stops bloating Catarrh Trikatu Reduces mucus Licorice Ginger formula Nasya nasal oil Clears sinuses Revitalising tea Cellulite Guggul plus Reduces fat Gotu Kola tincture Specific for cell ulite Mahanarayan oil Shatavari Plus Benefits female health Cholesterol Guggul plus Reduces cholesterol Turmeric tincture Reduces cholesterol Aloe vera juice Hemp seed oil Reduces LDL and congestion Revitalising tea Chronic Fatigue A shwagandha plus Tonifies m en Shatavari plus Tonifies w o m en Triphala plus When there is constipation Asafoetida plus Bloating Amla Peppermint formula D i a r r h o ea Chywanaprash Boosts immunity Cold Sores Andrographis Holy Basil formula Anti viral Neem cream 94 Colds Trikatu Reduces mucus Licorice Ginger formula Recovery from colds and coughs Andrographis Holy Basil formula Reduces infection Nasya nasal oil Clears the nose Revitalising tea C o n s t i p a t i o n Triphala plus Evacuates bowel Triphala Regulates bowel Asafoetida plus Bloating and gas Chywanaprash Hemp seed oil Lubricates dryness Aloe vera juice Cough Licorice Ginger formula Nourishes lungs and stops coughing Trikatu Clears phlegm Soothing t ea Clears phlegm and soothes throat Chywanaprash Bhringaraj oil Cystitis Gokshura Shatavari formula Regulates urinary system Neem capsules C l ea r s i n f e ct i on Detox tea Eases urination Dermatitis Neem Sarsaparilla formula Cleans skin Neem tincture Reduces inflammation Guduchi plus C l ea r s t h e l i v er Triphala plus Clears constipation Aloe vera juice Antiinflammatory Neem cream Aloe vera gel Hemp seed oil Bhringaraj oil, Neem oil external D i a r r h o ea Amla Peppermint formul a Asafoetida plus Stops cramps Detox tea Stops cramps Digestive Problems Trikatu Stimulates digestive enzymes Asafoetida plus Erratic appetite with gas Amla Peppermint formula Acidity Aloe vera juice Detox tea Stops bloating E cz em a Neem Sarsaparilla formula Stops inflammation Guduchi plus Reduces toxins in liver Triphala plus Clears bowel Neem cream Stops infections Aloe vera juice Clears toxins, anti inflammatory Aloe gel Reduces inflammation Peppermint water spra y Stops itching Hemp seed oil Antiinflammatory Brahmi oil, Bhringaraj oil Fatigue Ashwagandha plus Male energy Shatavari plus Female energy Triphala plus Cl ea rs stagnation Chywanaprash Fertility Shatavari plus Boosts fertility in women A sh w agandha plus Boosts fertility in men Triphala plus Cl ea rs congestion R o s e w a t er Nourishes uterus Chywanaprash Ashwagandha oil Flatulence Asafoetida plus Stops flatulence Triphala plus Regulates the bowel Ashwagandha and Gotu kola f o r m u l a Reduces stress on the bowel 95 Glandular Fever Ashwagandha Plus For strengthening Andrographis Holy Basil formula For clearing the virus Chywanaprash Ha ir Loss Amla Peppermint formula Nourishes hair Bhringraj oil Coconut oil Halit osis Triphala plus To clear congestion Asafoetida plus To regulate appetite Amla Peppermint formula To regulate appetite Aloe vera juice Regulates bowel Peppermint water spray Hay fever Peppermint Pippali formula Reduces inflammation and irritation Trikatu Antihistamine, reduces secretions Aloe vera juice Protects liver Rose water eye drops Stops itching and soothes inflammation N a s y a o i l Heartburn Amla Peppermint formula Stops acid Aloe vera juice Cools stomach Rosewa t e r Antacid Ashwagandha Gotu Kola formula Reduces stress Refreshing tea reduces burning Heart Conditions Arjuna Hawthorn formula Strengthens heart Turmeric tincture Increases circulation Amla tincture Strengthens heart Hemp seed oil Reduces LDL and congestion Love tea Soothes heart Hypertension Punarnava plus Clear fluids and regulates BP A l o e v er a Stops inflammation Triphala plus Reduces congestion Ashwagandha Valerian formula Reduces stress Soothing tea I B S Triphala plus With constipation Asafoetida plus With gas and cramps Amla Peppermint formula With diarrhoea and irritation Ashwagandha Valerian formula For str ess A l o e v er a ju i ce Cleans bowel and stops irritation Refreshing tea Mens Heal th Ashwagandha plus Tones reproductive system Guduchi plus D e t o x f o r l i v e r A l o e v er a ju i ce Clears liver and heart Chywanaprash Menopause Shatavari plus Stops sweats, mood swings Shatavari Balances hormones A l o e v er a ju i ce Stops flush es R os e wa t er s p r a y For hot flushes Refreshing tea Reduces heat Chywanaprash Migraine Guduchi plus Helps to clean liver Amla Peppermint formula Prevents irritating acid Ashwagandha Valerian formula Calms str ess Refreshing tea A l o e v er a j uice, Brahmi oil Mouth Ulcers Neem tincture Reduces inflammation Andrographis Holy Basil formula Boosts immunity Amla Peppermint formula Reduces inflammation Aloe juice H ea l s u l cer s Refreshing tea 96 Osteoporosis Ashwagandha plus Tonifies skeletal system Shatavari plus Regulates oestrogenprogesterone balance Turmeric Boswellia formula Increase blood flow to bones Chywanaprash Painful Periods Shatavari plus Stops spasms Turmeric tincture Reduces inflammatory prostaglandi ns A l o e v er a ju i ce Clears congestion Triphala plus If associated with constipation Soothing tea For painful periods Piles Triphala plus Gives soft stool Gotu Kola Turmeric formula Reduces venous congestion Guduchi plus Regulates porta l vein A l o e v er a ju i ce Pregnancy Shatavari Increases lactation R os e wa t er s p r a y Uplifts mood Prostatiti s Gokshura Shatavari formula Eases urination, reduces blockages D et ox t ea Psoriasis Neem Sarsaparilla formula Clear lesions Triphal a plus Clears bowel Aloe Vera juice Protect liver Neem cream Aloe gel Hemp seed oil Reduces inflammation Brahmi oil, Neem oil external Sinus Trikatu Opens sinuses Licorice Ginger formula Prevents blockage Nasya nasal oil Stops conges ti on Revitalising tea Sleep Ashwagandha Valerian formula Sedative Stress Ashwagandha Gotu Kola formula D a y s t r e s s Ashwagandha Valerian formula Night stress Brahmi plus For concentration Brahmi oil T h y r o i d Guggul plus Regulates thyroid Travel Sickness Asafoetida plus Settles digestion Ashwagandha Gotu Kola formula Relaxant Trikatu Regulates appetite Varicose Veins Gotu Kola Turmeric formula Increases venous return Turmeric Increases circulation Weight Loss Guggul plus Reduces cholesterol and weight Punarnava plus Clears fluids Womens Health Shatavari plus Nourishes re productive system Shatavari Balances hormones Aloe Vera juice Aloe gel Rose water spray Reproduced with the kind permission of Sebast ian Pole of Pukka Herbs see resources",everyday_Ayurvedha,4,2
